tempmax1,tempmin1,temp1,feelslikemax1,feelslikemin1,feelslike1,dew1,humidity1,precip1,precipprob1,precipcover1,snow1,snowdepth1,windgust1,windspeed1,winddir1,sealevelpressure1,visibility1,solarradiation1,solarenergy1,uvindex1,severerisk1,moonphase1,month1,day1,tempmax2,tempmin2,temp2,feelslikemax2,feelslikemin2,feelslike2,dew2,humidity2,precip2,precipprob2,precipcover2,snow2,snowdepth2,windgust2,windspeed2,winddir2,sealevelpressure2,visibility2,solarradiation2,solarenergy2,uvindex2,severerisk2,moonphase2,month2,day2,tempmax3,tempmin3,temp3,feelslikemax3,feelslikemin3,feelslike3,dew3,humidity3,precip3,precipprob3,precipcover3,snow3,snowdepth3,windgust3,windspeed3,winddir3,sealevelpressure3,visibility3,solarradiation3,solarenergy3,uvindex3,severerisk3,moonphase3,month3,day3,tempmax4,tempmin4,temp4,feelslikemax4,feelslikemin4,feelslike4,dew4,humidity4,precip4,precipprob4,precipcover4,snow4,snowdepth4,windgust4,windspeed4,winddir4,sealevelpressure4,visibility4,solarradiation4,solarenergy4,uvindex4,severerisk4,moonphase4,month4,day4,tempmax5,tempmin5,temp5,feelslikemax5,feelslikemin5,feelslike5,dew5,humidity5,precip5,precipprob5,precipcover5,snow5,snowdepth5,windgust5,windspeed5,winddir5,sealevelpressure5,visibility5,solarradiation5,solarenergy5,uvindex5,severerisk5,moonphase5,month5,day5,expected
9.2,-5.8,1.5,7.8,-6.7,0.8,-4.3,67.5,0,0,0,0,0,,10,228.8,1013.3,15.8,167.7,5.9,3,,0.25,01,02,8.3,4.3,6.4,8.3,4.3,6.2,4.1,85,2.336,100,41.67,0,0,,7.5,279.5,1009.7,9.8,50.5,1.9,1,,0.27,01,03,10.5,4.1,7.7,10.5,-0.5,6.5,5.5,86.6,4.422,100,29.17,0,0,50,22.9,328.8,1004,6.5,39.8,1.4,1,,0.3,01,04,5,1.1,3.1,0.9,-2.6,-1.2,-5.4,54.3,0,0,0,0,0,50,30.4,297.2,1011.9,15.9,96.5,3.4,3,,0.34,01,05,5,1.1,3.1,0.9,-2.6,-1.2,-5.4,54.3,0,0,0,0,0,50,30.4,297.2,1011.9,15.9,96.5,3.4,3,,0.34,01,05,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,2.5
8.3,4.3,6.4,8.3,4.3,6.2,4.1,85,2.336,100,41.67,0,0,,7.5,279.5,1009.7,9.8,50.5,1.9,1,,0.27,01,03,10.5,4.1,7.7,10.5,-0.5,6.5,5.5,86.6,4.422,100,29.17,0,0,50,22.9,328.8,1004,6.5,39.8,1.4,1,,0.3,01,04,5,1.1,3.1,0.9,-2.6,-1.2,-5.4,54.3,0,0,0,0,0,50,30.4,297.2,1011.9,15.9,96.5,3.4,3,,0.34,01,05,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,1.6
10.5,4.1,7.7,10.5,-0.5,6.5,5.5,86.6,4.422,100,29.17,0,0,50,22.9,328.8,1004,6.5,39.8,1.4,1,,0.3,01,04,5,1.1,3.1,0.9,-2.6,-1.2,-5.4,54.3,0,0,0,0,0,50,30.4,297.2,1011.9,15.9,96.5,3.4,3,,0.34,01,05,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,-0.4
5,1.1,3.1,0.9,-2.6,-1.2,-5.4,54.3,0,0,0,0,0,50,30.4,297.2,1011.9,15.9,96.5,3.4,3,,0.34,01,05,8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,-2.7
8,-0.2,2.5,4.9,-3.4,0,-3.4,67.1,0.883,100,12.5,0,0,55.4,19.4,249,1015.1,12.9,187.9,6.1,3,,0.37,01,06,5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,3
5.3,-0.6,1.6,5.3,-4,-0.1,-4.4,66.1,1.124,100,20.83,0,0,50,14.6,250.5,1015.9,13,88.7,3.2,2,,0.4,01,07,3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,14.3
3.3,-3.1,-0.4,-1.3,-7.7,-5,-6.7,65.2,0.018,100,4.17,0,0,56.4,28.6,271.7,1017.7,13.5,189.4,6.7,4,,0.43,01,08,0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,-0.5,-7.1,-4.7,-0.5,-12,-6.9,-10.4,66.5,5.744,100,41.67,0,0,,14.6,132.9,1027.1,10.8,75.1,2.5,2,,0.78,01,18,14.5
0.2,-6.9,-2.7,-0.3,-11.4,-5.8,-13,45.7,0,0,0,0,0,41.1,23.7,304.9,1038.6,16,204.3,7.4,4,,0.46,01,09,8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,-0.5,-7.1,-4.7,-0.5,-12,-6.9,-10.4,66.5,5.744,100,41.67,0,0,,14.6,132.9,1027.1,10.8,75.1,2.5,2,,0.78,01,18,3.3,-3.5,0.6,-1.6,-9.6,-3.9,-4.8,68.8,0.018,100,4.17,0.5,0.3,50,29.2,274.1,1010.2,13.3,230.3,8.4,5,,0.82,01,19,3
8.9,-2.8,3,8.2,-5.1,1.7,-2.1,69.8,0,0,0,0,0,47.9,11.7,263.2,1033.6,16,88.8,3.3,2,,0.5,01,10,19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,-0.5,-7.1,-4.7,-0.5,-12,-6.9,-10.4,66.5,5.744,100,41.67,0,0,,14.6,132.9,1027.1,10.8,75.1,2.5,2,,0.78,01,18,3.3,-3.5,0.6,-1.6,-9.6,-3.9,-4.8,68.8,0.018,100,4.17,0.5,0.3,50,29.2,274.1,1010.2,13.3,230.3,8.4,5,,0.82,01,19,-1,-6.4,-4.1,-6.7,-13.1,-10,-13.8,47.5,0,0,0,0,0.2,46.6,28,329.7,1025.5,15.9,256.2,9.2,4,,0.85,01,20,3.1
19.3,6.1,14.3,19.3,5.3,14.1,9.3,72.4,0,0,0,0,0,55.4,32.8,203,1021.7,16,90.3,3.3,2,,0.53,01,11,19.2,4,14.5,19.2,4,14.3,7.5,64.3,7.735,100,41.67,0,0,57.2,36,239.1,1018,15.4,215.1,7.8,4,,0.57,01,12,6.1,0.7,3,6.1,-2.7,1.5,-1.2,74.4,0,0,0,0,0,,13.7,44.6,1028.9,15.9,76.3,2.6,1,,0.6,01,13,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,5.8,-0.6,3.1,5.4,-2.5,2.4,1.4,88.8,1.58,100,25,0,0,,10.2,47.5,1024.6,7.8,37.7,1.3,1,,0.64,01,14,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,10.1,2.1,6.1,10.1,0.9,5,1.7,75.3,0.011,100,4.17,0,0,,13,259.9,1020.8,11.7,208.3,7.7,4,,0.67,01,15,8.8,0.2,5.6,7,-5.9,2,-2.3,59,0.251,100,20.83,0,0,69.9,38.6,299.8,1016.4,13.7,141.7,5.1,3,,0.71,01,16,-0.3,-6.8,-3.6,-6.8,-12.8,-9.8,-14.7,42.3,0,0,0,0,0,62.5,35,329.4,1036.4,15.9,223.5,8.8,4,,0.75,01,17,-0.5,-7.1,-4.7,-0.5,-12,-6.9,-10.4,66.5,5.744,100,41.67,0,0,,14.6,132.9,1027.1,10.8,75.1,2.5,2,,0.78,01,18,-0.5,-7.1,-4.7,-0.5,-12,-6.9,-10.4,66.5,5.744,100,41.67,0,0,,14.6,132.9,1027.1,10.8,75.1,2.5,2,,0.78,01,18,3.3,-3.5,0.6,-1.6,-9.6,-3.9,-4.8,68.8,0.018,100,4.17,0.5,0.3,50,29.2,274.1,1010.2,13.3,230.3,8.4,5,,0.82,01,19,-1,-6.4,-4.1,-6.7,-13.1,-10,-13.8,47.5,0,0,0,0,0.2,46.6,28,329.7,1025.5,15.9,256.2,9.2,4,,0.85,01,20,0.5,-9,-4.4,-3.1,-13.5,-7.7,-12.5,54,0,0,0,0,0.1,53.6,19.9,319.1,1031.3,16,242.5,8.7,4,,0.89,01,21,6.1
